UserId,ProductId,Ratings
ffaa7135-1757-47bf-9948-26e1b2c99801,1010201160,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1010822343,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1011508049,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1011508049,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1012182945,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1012182945,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1014336273,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1014336273,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1014336273,3
ffaa7135-1757-47bf-9948-26e1b2c99801,1016809144,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1016832014,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1017744968,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1017958909,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1017958909,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1017958909,3
ffaa7135-1757-47bf-9948-26e1b2c99801,1040073644,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1040073644,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1040073644,3
ffaa7135-1757-47bf-9948-26e1b2c99801,104115,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1041174425,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1041875681,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1041875681,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1041875681,3
ffaa7135-1757-47bf-9948-26e1b2c99801,1042101765,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1042733010,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1043223602,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1043439263,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1043915538,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1044061654,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1044204471,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1045097966,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1047145498,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1047145498,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1047145498,3
ffaa7135-1757-47bf-9948-26e1b2c99801,1047225541,1
ffaa7135-1757-47bf-9948-26e1b2c99801,1047225541,2
ffaa7135-1757-47bf-9948-26e1b2c99801,1047225541,3
ffaa7135-1757-47bf-9948-26e1b2c99801,120838,1
ffaa7135-1757-47bf-9948-26e1b2c99801,204386,1
ffaa7135-1757-47bf-9948-26e1b2c99801,206370,1
ffaa7135-1757-47bf-9948-26e1b2c99801,206370,2
ffaa7135-1757-47bf-9948-26e1b2c99801,206370,3
ffaa7135-1757-47bf-9948-26e1b2c99801,215959,1
ffaa7135-1757-47bf-9948-26e1b2c99801,217517,1
ffaa7135-1757-47bf-9948-26e1b2c99801,237814,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3176221,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3243727,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3265375,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3265375,2
ffaa7135-1757-47bf-9948-26e1b2c99801,3265375,3
ffaa7135-1757-47bf-9948-26e1b2c99801,3292352,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3292352,2
ffaa7135-1757-47bf-9948-26e1b2c99801,3292352,3
ffaa7135-1757-47bf-9948-26e1b2c99801,3305626,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3310924,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3310924,2
ffaa7135-1757-47bf-9948-26e1b2c99801,3317965,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3328919,1
ffaa7135-1757-47bf-9948-26e1b2c99801,3348998,1
ffaa7135-1757-47bf-9948-26e1b2c99801,5006248,1
ffaa7135-1757-47bf-9948-26e1b2c99801,5020500,1
ffaa7135-1757-47bf-9948-26e1b2c99801,5149398,1
ffaa7135-1757-47bf-9948-26e1b2c99801,5215256,2
ffaa7135-1757-47bf-9948-26e1b2c99801,5219995,1
ffaa7135-1757-47bf-9948-26e1b2c99801,5219995,2
ffaa7135-1757-47bf-9948-26e1b2c99801,5219995,3
ff5200c9-64ea-433b-b4d5-130af0515403,100366,1
ff5200c9-64ea-433b-b4d5-130af0515403,100366,2
ff5200c9-64ea-433b-b4d5-130af0515403,100562,1
ff5200c9-64ea-433b-b4d5-130af0515403,1011648657,1
ff5200c9-64ea-433b-b4d5-130af0515403,1011731562,2
ff5200c9-64ea-433b-b4d5-130af0515403,1011731570,2
ff5200c9-64ea-433b-b4d5-130af0515403,1011731619,2
ff5200c9-64ea-433b-b4d5-130af0515403,1011731651,1
ff5200c9-64ea-433b-b4d5-130af0515403,1011731651,2
ff5200c9-64ea-433b-b4d5-130af0515403,1011731686,2
ff5200c9-64ea-433b-b4d5-130af0515403,1011915140,1
ff5200c9-64ea-433b-b4d5-130af0515403,1012949723,1
ff5200c9-64ea-433b-b4d5-130af0515403,1013037604,1
ff5200c9-64ea-433b-b4d5-130af0515403,1013037604,2
ff5200c9-64ea-433b-b4d5-130af0515403,1013438536,1
ff5200c9-64ea-433b-b4d5-130af0515403,1013438536,2
ff5200c9-64ea-433b-b4d5-130af0515403,1013982325,1
ff5200c9-64ea-433b-b4d5-130af0515403,1013982325,2
ff5200c9-64ea-433b-b4d5-130af0515403,1013982325,3
ff5200c9-64ea-433b-b4d5-130af0515403,1014567372,1
ff5200c9-64ea-433b-b4d5-130af0515403,1018823454,1
ff5200c9-64ea-433b-b4d5-130af0515403,1018823454,2
ff5200c9-64ea-433b-b4d5-130af0515403,1041667033,1
ff5200c9-64ea-433b-b4d5-130af0515403,1041667033,2
ff5200c9-64ea-433b-b4d5-130af0515403,1045951039,1
ff5200c9-64ea-433b-b4d5-130af0515403,1045951039,2
ff5200c9-64ea-433b-b4d5-130af0515403,1045951039,3
ff5200c9-64ea-433b-b4d5-130af0515403,1047510616,1
ff5200c9-64ea-433b-b4d5-130af0515403,1047510623,1
ff5200c9-64ea-433b-b4d5-130af0515403,1060617194,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061461024,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061461024,2
ff5200c9-64ea-433b-b4d5-130af0515403,1061461031,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061461031,2
ff5200c9-64ea-433b-b4d5-130af0515403,1061461062,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061461062,2
ff5200c9-64ea-433b-b4d5-130af0515403,1061558151,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061836846,1
ff5200c9-64ea-433b-b4d5-130af0515403,1061836846,2
ff5200c9-64ea-433b-b4d5-130af0515403,112876,1
ff5200c9-64ea-433b-b4d5-130af0515403,204386,1
ff5200c9-64ea-433b-b4d5-130af0515403,204386,2
ff5200c9-64ea-433b-b4d5-130af0515403,204386,3
ff5200c9-64ea-433b-b4d5-130af0515403,216073,1
ff5200c9-64ea-433b-b4d5-130af0515403,225823,1
ff5200c9-64ea-433b-b4d5-130af0515403,225825,1
ff5200c9-64ea-433b-b4d5-130af0515403,237678,1
ff5200c9-64ea-433b-b4d5-130af0515403,3261206,1
ff5200c9-64ea-433b-b4d5-130af0515403,3261206,2
ff5200c9-64ea-433b-b4d5-130af0515403,3261206,3
ff5200c9-64ea-433b-b4d5-130af0515403,3265375,1
ff5200c9-64ea-433b-b4d5-130af0515403,3265375,2
ff5200c9-64ea-433b-b4d5-130af0515403,3287706,1
ff5200c9-64ea-433b-b4d5-130af0515403,3318334,1
ff5200c9-64ea-433b-b4d5-130af0515403,3331936,1
ff5200c9-64ea-433b-b4d5-130af0515403,3331937,1
ff5200c9-64ea-433b-b4d5-130af0515403,3331937,2
ff5200c9-64ea-433b-b4d5-130af0515403,5111917,1
ff5200c9-64ea-433b-b4d5-130af0515403,5111917,2
ff5200c9-64ea-433b-b4d5-130af0515403,5111917,3
ff5200c9-64ea-433b-b4d5-130af0515403,5182661,1
ff5200c9-64ea-433b-b4d5-130af0515403,5182661,2
ff5200c9-64ea-433b-b4d5-130af0515403,5190768,1
ff5200c9-64ea-433b-b4d5-130af0515403,5190768,2
ff5200c9-64ea-433b-b4d5-130af0515403,5234781,1
ff5200c9-64ea-433b-b4d5-130af0515403,5234781,2
ff5200c9-64ea-433b-b4d5-130af0515403,5251176,1
ff44403e-100e-4316-a105-ba971247b5d6,1010162661,1
ff44403e-100e-4316-a105-ba971247b5d6,1010162661,2
ff44403e-100e-4316-a105-ba971247b5d6,1010162890,1
ff44403e-100e-4316-a105-ba971247b5d6,1010162890,2
ff44403e-100e-4316-a105-ba971247b5d6,1010162890,3
ff44403e-100e-4316-a105-ba971247b5d6,1010163897,1
ff44403e-100e-4316-a105-ba971247b5d6,1010163897,2
ff44403e-100e-4316-a105-ba971247b5d6,1011129773,1
ff44403e-100e-4316-a105-ba971247b5d6,1011129773,2
ff44403e-100e-4316-a105-ba971247b5d6,1012148356,1
ff44403e-100e-4316-a105-ba971247b5d6,1012176767,1
ff44403e-100e-4316-a105-ba971247b5d6,1012176767,2
ff44403e-100e-4316-a105-ba971247b5d6,1012176767,3
ff44403e-100e-4316-a105-ba971247b5d6,1012949855,1
ff44403e-100e-4316-a105-ba971247b5d6,1012949855,2
ff44403e-100e-4316-a105-ba971247b5d6,1012949855,3
ff44403e-100e-4316-a105-ba971247b5d6,1013298904,1
ff44403e-100e-4316-a105-ba971247b5d6,1013298904,2
ff44403e-100e-4316-a105-ba971247b5d6,1014082611,1
ff44403e-100e-4316-a105-ba971247b5d6,1014082611,2
ff44403e-100e-4316-a105-ba971247b5d6,1014082611,3
ff44403e-100e-4316-a105-ba971247b5d6,1014263365,2
ff44403e-100e-4316-a105-ba971247b5d6,1014263365,3
ff44403e-100e-4316-a105-ba971247b5d6,1014263381,2
ff44403e-100e-4316-a105-ba971247b5d6,1014263381,3
ff44403e-100e-4316-a105-ba971247b5d6,1014506683,1
ff44403e-100e-4316-a105-ba971247b5d6,1014506683,2
ff44403e-100e-4316-a105-ba971247b5d6,1014506683,3
ff44403e-100e-4316-a105-ba971247b5d6,1014949216,1
ff44403e-100e-4316-a105-ba971247b5d6,1014949216,2
ff44403e-100e-4316-a105-ba971247b5d6,1014949216,3
ff44403e-100e-4316-a105-ba971247b5d6,1018917254,2
ff44403e-100e-4316-a105-ba971247b5d6,1018917254,3
ff44403e-100e-4316-a105-ba971247b5d6,102818,1
ff44403e-100e-4316-a105-ba971247b5d6,102818,2
ff44403e-100e-4316-a105-ba971247b5d6,1040340494,1
ff44403e-100e-4316-a105-ba971247b5d6,1040340494,2
ff44403e-100e-4316-a105-ba971247b5d6,1040340494,3
ff44403e-100e-4316-a105-ba971247b5d6,1040373454,1
ff44403e-100e-4316-a105-ba971247b5d6,1040373454,2
ff44403e-100e-4316-a105-ba971247b5d6,1041785973,1
ff44403e-100e-4316-a105-ba971247b5d6,1041785973,2
ff44403e-100e-4316-a105-ba971247b5d6,1045500626,1
ff44403e-100e-4316-a105-ba971247b5d6,1045500626,2
ff44403e-100e-4316-a105-ba971247b5d6,1045500626,3
ff44403e-100e-4316-a105-ba971247b5d6,1045858765,1
ff44403e-100e-4316-a105-ba971247b5d6,1045858765,2
ff44403e-100e-4316-a105-ba971247b5d6,1045858765,3
ff44403e-100e-4316-a105-ba971247b5d6,1060968449,1
ff44403e-100e-4316-a105-ba971247b5d6,1062478854,1
ff44403e-100e-4316-a105-ba971247b5d6,1062478861,1
ff44403e-100e-4316-a105-ba971247b5d6,1062588416,1
ff44403e-100e-4316-a105-ba971247b5d6,110561,1
ff44403e-100e-4316-a105-ba971247b5d6,3252954,1
ff44403e-100e-4316-a105-ba971247b5d6,3304653,1
ff44403e-100e-4316-a105-ba971247b5d6,3304653,2
ff44403e-100e-4316-a105-ba971247b5d6,3304653,3
ff44403e-100e-4316-a105-ba971247b5d6,5028195,1
ff44403e-100e-4316-a105-ba971247b5d6,5028195,2
ff44403e-100e-4316-a105-ba971247b5d6,5028195,3
ff44403e-100e-4316-a105-ba971247b5d6,5095156,1
ff44403e-100e-4316-a105-ba971247b5d6,5095156,2
ff44403e-100e-4316-a105-ba971247b5d6,5190143,1
ff44403e-100e-4316-a105-ba971247b5d6,5190143,2
ff44403e-100e-4316-a105-ba971247b5d6,5190143,3
ff44403e-100e-4316-a105-ba971247b5d6,5209557,1
ff44403e-100e-4316-a105-ba971247b5d6,5209557,2
ff44403e-100e-4316-a105-ba971247b5d6,5215256,2
ff44403e-100e-4316-a105-ba971247b5d6,5215256,3
ff44403e-100e-4316-a105-ba971247b5d6,5219995,1
ff44403e-100e-4316-a105-ba971247b5d6,5219995,2
ff44403e-100e-4316-a105-ba971247b5d6,5219995,3
fe92ed82-b4aa-408c-89cc-587f04691629,1013806217,2
fe92ed82-b4aa-408c-89cc-587f04691629,1013806217,3
fe92ed82-b4aa-408c-89cc-587f04691629,1016050075,1
fe92ed82-b4aa-408c-89cc-587f04691629,1016050075,2
fe92ed82-b4aa-408c-89cc-587f04691629,1016050075,3
fe92ed82-b4aa-408c-89cc-587f04691629,1017806637,1
fe92ed82-b4aa-408c-89cc-587f04691629,1018469570,1
fe92ed82-b4aa-408c-89cc-587f04691629,1018469570,2
fe92ed82-b4aa-408c-89cc-587f04691629,1018469570,3
fe92ed82-b4aa-408c-89cc-587f04691629,1018484749,1
fe92ed82-b4aa-408c-89cc-587f04691629,1018484749,2
fe92ed82-b4aa-408c-89cc-587f04691629,1018484749,3
fe92ed82-b4aa-408c-89cc-587f04691629,1018668629,1
fe92ed82-b4aa-408c-89cc-587f04691629,1018668629,3
fe92ed82-b4aa-408c-89cc-587f04691629,1018950707,1
fe92ed82-b4aa-408c-89cc-587f04691629,1018950707,2
fe92ed82-b4aa-408c-89cc-587f04691629,1018950707,3
fe92ed82-b4aa-408c-89cc-587f04691629,1040506630,1
fe92ed82-b4aa-408c-89cc-587f04691629,1040506630,2
fe92ed82-b4aa-408c-89cc-587f04691629,1040506630,3
fe92ed82-b4aa-408c-89cc-587f04691629,1040704449,1
fe92ed82-b4aa-408c-89cc-587f04691629,1040704449,2
fe92ed82-b4aa-408c-89cc-587f04691629,1040704449,3
fe92ed82-b4aa-408c-89cc-587f04691629,1041060674,1
fe92ed82-b4aa-408c-89cc-587f04691629,1041060674,2
fe92ed82-b4aa-408c-89cc-587f04691629,1041060674,3
fe92ed82-b4aa-408c-89cc-587f04691629,1041400654,2
fe92ed82-b4aa-408c-89cc-587f04691629,1041400654,3
fe92ed82-b4aa-408c-89cc-587f04691629,1042462569,1
fe92ed82-b4aa-408c-89cc-587f04691629,1042462569,2
fe92ed82-b4aa-408c-89cc-587f04691629,1042462569,3
fe92ed82-b4aa-408c-89cc-587f04691629,1042843740,1
fe92ed82-b4aa-408c-89cc-587f04691629,1042843740,2
fe92ed82-b4aa-408c-89cc-587f04691629,1042843740,3
fe92ed82-b4aa-408c-89cc-587f04691629,1044713065,1
fe92ed82-b4aa-408c-89cc-587f04691629,1044948955,1
fe92ed82-b4aa-408c-89cc-587f04691629,1044948955,2
fe92ed82-b4aa-408c-89cc-587f04691629,1044948955,3
fe92ed82-b4aa-408c-89cc-587f04691629,1045976322,1
fe92ed82-b4aa-408c-89cc-587f04691629,1045976322,2
fe92ed82-b4aa-408c-89cc-587f04691629,1045976322,3
fe92ed82-b4aa-408c-89cc-587f04691629,1047512375,1
fe92ed82-b4aa-408c-89cc-587f04691629,1047512375,2
fe92ed82-b4aa-408c-89cc-587f04691629,1047512375,3
fe92ed82-b4aa-408c-89cc-587f04691629,1060359537,1
fe92ed82-b4aa-408c-89cc-587f04691629,1060359537,2
fe92ed82-b4aa-408c-89cc-587f04691629,1060359537,3
fe92ed82-b4aa-408c-89cc-587f04691629,1062122863,1
fe92ed82-b4aa-408c-89cc-587f04691629,1062122863,2
fe92ed82-b4aa-408c-89cc-587f04691629,1062407625,1
fe92ed82-b4aa-408c-89cc-587f04691629,1062407625,2
fe92ed82-b4aa-408c-89cc-587f04691629,1062407625,3
fe92ed82-b4aa-408c-89cc-587f04691629,130349,1
fe92ed82-b4aa-408c-89cc-587f04691629,130349,3
fe92ed82-b4aa-408c-89cc-587f04691629,204066,2
fe92ed82-b4aa-408c-89cc-587f04691629,204066,3
fe92ed82-b4aa-408c-89cc-587f04691629,3280812,1
fe92ed82-b4aa-408c-89cc-587f04691629,3280812,2
fe92ed82-b4aa-408c-89cc-587f04691629,3280812,3
fe92ed82-b4aa-408c-89cc-587f04691629,5029645,1
fe92ed82-b4aa-408c-89cc-587f04691629,5048417,1
fe92ed82-b4aa-408c-89cc-587f04691629,5048417,3
fe92ed82-b4aa-408c-89cc-587f04691629,5163439,1
fe92ed82-b4aa-408c-89cc-587f04691629,5163439,2
fe92ed82-b4aa-408c-89cc-587f04691629,5163439,3
fe92ed82-b4aa-408c-89cc-587f04691629,5213717,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1013562300,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1013562300,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1013562776,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1014095993,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1014095993,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1014717528,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1015804122,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1015804122,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1015804122,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1015970243,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1016830275,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1016830275,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1016830275,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1016914045,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1040042626,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1040042626,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1040163352,1
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1040163352,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1040163352,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1041648728,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1041648728,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1043094806,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1043094806,3
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1044945497,2
fe3c7441-d88d-421c-ace9-dda35bc0cb97,1044945497,3
